activitytype_from,flowobject_from,activitytype_to,flowobject_to,classification_from,classification_to,accounttype,comment,skos_uri
,fi_2914_11,,"Acetone",bonsai_v2_0,statcan_chemicals,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_2905_12,,"Alcohol propyl, ISO",bonsai_v2_0,statcan_chemicals,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_3480,,"Production of synthetic rubber",bonsai_v2_0,statcan_chemicals,supply,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
,fi_4002_11,,"Butadiene, styrene solid",bonsai_v2_0,statcan_chemicals,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_4002_19,,"Butadiene, styrene latex",bonsai_v2_0,statcan_chemicals,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_4002_51,,"Butadiene, acrylonitrile",bonsai_v2_0,statcan_chemicals,supply,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
,fi_4002_59,,"Butadiene, acrylonitrile",bonsai_v2_0,statcan_chemicals,supply,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
,fi_4002_41,,"Polychloroprene",bonsai_v2_0,statcan_chemicals,supply,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
,fi_4002_49,,"Polychloroprene",bonsai_v2_0,statcan_chemicals,supply,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
,fi_4002_31,,"Butyl",bonsai_v2_0,statcan_chemicals,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_4002_20,,"Polybutadiene",bonsai_v2_0,statcan_chemicals,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_4002_60,,"Polyisoprene",bonsai_v2_0,statcan_chemicals,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_4002_70,,"Ethylene-propylene-diene-terpolymer (E.P.D.M)",bonsai_v2_0,statcan_chemicals,supply,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
,fi_4002_91,,"Other synthetic rubber",bonsai_v2_0,statcan_chemicals,supply,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
,fi_4002_99,,"Other synthetic rubber",bonsai_v2_0,statcan_chemicals,supply,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
ai_221,fi_01950,,"Total consumption of rubber, including reclaimed",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_221,fi_34800,,"Total consumption of rubber, including reclaimed",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_221,fi_36210,,"Total consumption of rubber, including reclaimed",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_1520,fi_01950,,"Rubber consumed in the manufacture of footwear",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_1520,fi_34800,,"Rubber consumed in the manufacture of footwear",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_1520,fi_36210,,"Rubber consumed in the manufacture of footwear",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
I_CHIN,fi_01950,,"Stocks of natural rubber, end of period",bonsai_v2_0,statcan_chemicals,use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
I_CHIN,fi_34800,,"Stocks of synthetic rubber, end of period",bonsai_v2_0,statcan_chemicals,use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_221,fi_01950,,"Consumption of natural rubber",bonsai_v2_0,statcan_chemicals,use,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
ai_221,fi_01950,,"Total consumption of natural and synthetic rubber, excluding reclaimed",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_221,fi_34800,,"Total consumption of natural and synthetic rubber, excluding reclaimed",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_221,fi_34800,,"Consumption of synthetic rubber",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_221,fi_36210,,"Consumption of reclaimed rubber",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_2211,fi_01950,,"Rubber consumed in the manufacture of tires and tubes",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_2211,fi_34800,,"Rubber consumed in the manufacture of tires and tubes",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_2211,fi_36210,,"Rubber consumed in the manufacture of tires and tubes",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_1520,fi_01950,,"Rubber consumed in the manufacture of footwear",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_1520,fi_34800,,"Rubber consumed in the manufacture of footwear",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_1520,fi_36210,,"Rubber consumed in the manufacture of footwear",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_273,fi_01950,,"Rubber consumed in the manufacture of wire and cable",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_273,fi_34800,,"Rubber consumed in the manufacture of wire and cable",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_273,fi_36210,,"Rubber consumed in the manufacture of wire and cable",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_2219,fi_01950,,"Rubber consumed in the manufacture of foamed rubber",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_2219,fi_34800,,"Rubber consumed in the manufacture of foamed rubber",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_2219,fi_36210,,"Rubber consumed in the manufacture of foamed rubber",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_1393,fi_01950,,"Rubber consumed in the manufacture of rug underlay",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_1393,fi_34800,,"Rubber consumed in the manufacture of rug underlay",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_1393,fi_36210,,"Rubber consumed in the manufacture of rug underlay",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_2219,fi_01950,,"Rubber consumed in other manufacturing",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_2219,fi_34800,,"Rubber consumed in other manufacturing",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
ai_2219,fi_36210,,"Rubber consumed in other manufacturing",bonsai_v2_0,statcan_chemicals,use,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
